element	sp_num	obs_wl_vac(nm)	ritz_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
N	3	""	"81.3577"	""	"5.67e+07"	B	"297264.4"	"420178.4"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"81.4056"	""	"2.26e+07"	B	"297264.4"	"420106.1"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).6p"	"2P"	"1/2"		"T7192LS"	""	
N	2	""	"81.6740"	""	"1.85e+04"	B+	"32688.8"	"155126.73"	"2s2.2p2"	"1S"	"0"	"2s.2p3"	"3S*"	"1"		"T7333"	""	
N	4	""	"82.1873"	""	"7.21e-02"	C+	"67209.2"	"188882.5"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2p2"	"1D"	"2"	M2	"T4308"	""	
N	3	""	"82.2062"	""	"2.94e+06"	C+	"311690.3"	"433335.6"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(3P*).8p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"82.2230"	""	"1.47e+07"	B	"311715.2"	"433335.6"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(3P*).8p"	"2P"	"3/2"		"T7192LS"	""	
N	4	""	"82.2299"	""	"1.64e-01"	C+	"67272.3"	"188882.5"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"1D"	"2"	M2	"T4308"	""	
N	4	""	"82.2299"	""	"1.23e+04"	B	"67272.3"	"188882.5"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p2"	"1D"	"2"		"u24"	""	
N	3	""	"82.2329"	""	"1.17e+07"	C+	"311690.3"	"433296.2"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(3P*).8p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"82.2497"	""	"5.87e+06"	C+	"311715.2"	"433296.2"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(3P*).8p"	"2P"	"1/2"		"T7192LS"	""	
N	4	""	"82.3274"	""	"9.89e+04"	B	"67416.3"	"188882.5"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"1D"	"2"		"u24"	""	
N	4	""	"82.3274"	""	"1.29e-01"	C+	"67416.3"	"188882.5"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p2"	"1D"	"2"	M2	"T4308"	""	
N	3	""	"82.3314"	""	"2.38e+07"	B	"221302.2"	"342762.5"	"2s2.3s"	"2S"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"1/2"		"T7192LS"	""	
N	3	""	"82.3796"	""	"2.38e+07"	B	"221302.2"	"342691.5"	"2s2.3s"	"2S"	"1/2"	"2s.2p.(3P*).3d"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"82.4575"	""	"6.30e+07"	B	"245665.4"	"366940"	"2s2.3p"	"2P*"	"1/2"	"2s2.8d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"82.4819"	""	"1.26e+07"	B	"245701.3"	"366940"	"2s2.3p"	"2P*"	"3/2"	"2s2.8d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"82.4819"	""	"7.55e+07"	B	"245701.3"	"366940"	"2s2.3p"	"2P*"	"3/2"	"2s2.8d"	"2D"	"5/2"		"T7192LS"	""	
N	7	""	"82.56291"	""	"2.979e+09"	AA	"(5043854.01)"	"(5164973.77)"	"4p"	"2P*"	"1/2"	"5d"	"2D"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"82.56678"	""	"1.772e+09"	AA	"(5043859.77)"	"(5164973.86)"	"4s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"82.59925"	""	"5.175e+08"	AA	"(5043854.01)"	"(5164920.48)"	"4p"	"2P*"	"1/2"	"5s"	"2S"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"82.60520"	""	"1.769e+09"	AA	"(5043859.77)"	"(5164917.53)"	"4s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"82.62508"	""	"5.797e+09"	AA	"(5043963.86)"	"(5164992.49)"	"4d"	"2D"	"3/2"	"5f"	"2F*"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"82.62518"	""	"3.567e+09"	AA	"(5043964.05)"	"(5164992.53)"	"4p"	"2P*"	"3/2"	"5d"	"2D"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"82.63780"	""	"4.532e+07"	AA	"(5043963.86)"	"(5164973.86)"	"4d"	"2D"	"3/2"	"5p"	"2P*"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"82.63799"	""	"5.942e+08"	AA	"(5043964.05)"	"(5164973.77)"	"4p"	"2P*"	"3/2"	"5d"	"2D"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"82.64367"	""	"9.856e+09"	AA	"(5044000.44)"	"(5165001.85)"	"4f"	"2F*"	"5/2"	"5g"	"2G"	"7/2"		"T6492,T8146,LS"	""	
N	7	""	"82.64369"	""	"6.207e+09"	AA	"(5044000.50)"	"(5165001.87)"	"4d"	"2D"	"5/2"	"5f"	"2F*"	"7/2"		"T6492,T8146,LS"	""	
N	7	""	"82.65003"	""	"5.777e+06"	AA	"(5044000.44)"	"(5164992.53)"	"4f"	"2F*"	"5/2"	"5d"	"2D"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"82.65010"	""	"4.137e+08"	AA	"(5044000.50)"	"(5164992.49)"	"4d"	"2D"	"5/2"	"5f"	"2F*"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"82.65233"	""	"1.022e+10"	AA	"(5044018.75)"	"(5165007.48)"	"4f"	"2F*"	"7/2"	"5g"	"2G"	"9/2"		"T6492,T8146,LS"	""	
N	7	""	"82.65617"	""	"3.649e+08"	AA	"(5044018.75)"	"(5165001.85)"	"4f"	"2F*"	"7/2"	"5g"	"2G"	"7/2"		"T6492,T8146,LS"	""	
N	7	""	"82.66254"	""	"1.155e+08"	AA	"(5044018.75)"	"(5164992.53)"	"4f"	"2F*"	"7/2"	"5d"	"2D"	"5/2"		"T6492,T8146,LS"	""	
N	7	""	"82.66283"	""	"4.075e+08"	AA	"(5044000.50)"	"(5164973.86)"	"4d"	"2D"	"5/2"	"5p"	"2P*"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"82.66285"	""	"1.213e+08"	AA	"(5044000.44)"	"(5164973.77)"	"4f"	"2F*"	"5/2"	"5d"	"2D"	"3/2"		"T6492,T8146,LS"	""	
N	7	""	"82.67440"	""	"1.032e+09"	AA	"(5043964.05)"	"(5164920.48)"	"4p"	"2P*"	"3/2"	"5s"	"2S"	"1/2"		"T6492,T8146,LS"	""	
N	7	""	"82.67628"	""	"4.525e+08"	AA	"(5043963.86)"	"(5164917.53)"	"4d"	"2D"	"3/2"	"5p"	"2P*"	"1/2"		"T6492,T8146,LS"	""	
N	2	""	"83.4070"	""	"8.13e+01"	D	"46784.6"	"166678.64"	"2s.2p3"	"5S*"	"2"	"2s2.2p.3p"	"3D"	"3"		"T7333"	""	
N	3	""	"83.4515"	""	"3.17e+06"	C	"309656.2"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).7d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"83.4515"	""	"3.17e+05"	D	"309656.2"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).7d"	"4P*"	"3/2"		"T7192LS"	""	
N	2	""	"83.4740"	""	"2.42e+01"	D	"46784.6"	"166582.45"	"2s.2p3"	"5S*"	"2"	"2s2.2p.3p"	"3D"	"2"		"T7333"	""	
N	3	""	"83.4763"	""	"3.16e+06"	C	"309691.8"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).7d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"83.4763"	""	"1.27e+05"	D	"309691.8"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).7d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"83.4763"	""	"2.02e+06"	C	"309691.8"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).7d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"83.5026"	""	"5.82e+06"	C+	"309656.2"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).7d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"83.5026"	""	"2.91e+06"	C+	"309656.2"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).7d"	"4D*"	"3/2"		"T7192LS"	""	
N	2	""	"83.5163"	""	"3.04e+00"	D	"46784.6"	"166521.69"	"2s.2p3"	"5S*"	"2"	"2s2.2p.3p"	"3D"	"1"		"T7333"	""	
N	3	""	"83.5193"	""	"1.14e+06"	C	"309753.5"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).7d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"83.5193"	""	"3.98e+06"	C+	"309753.5"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).7d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"83.5275"	""	"4.65e+06"	C+	"309691.8"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).7d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"83.5275"	""	"2.71e+06"	C+	"309691.8"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).7d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"83.5275"	""	"5.81e+06"	C+	"309691.8"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).7d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"83.5705"	""	"6.66e+06"	B	"309753.5"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).7d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"83.5705"	""	"1.65e+06"	C+	"309753.5"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).7d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"83.5705"	""	"4.06e+06"	C+	"309753.5"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).7d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"83.5865"	""	"5.04e+06"	C+	"309849.8"	"429486.3"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).7d"	"4P*"	"5/2"		"T7192LS"	""	
N	2	""	"83.6187"	""	"1.23e+09"	D+	"92237.2"	"211827.67"	"2s.2p3"	"3D*"	"3"	"2s.2p2.(4P).3s"	"3P"	"2"		"T6385n"	""	
N	2	""	"83.6279"	""	"2.17e+08"	D+	"92250.3"	"211827.67"	"2s.2p3"	"3D*"	"2"	"2s.2p2.(4P).3s"	"3P"	"2"		"T6385n"	""	
N	2	""	"83.6289"	""	"1.44e+07"	D	"92251.8"	"211827.67"	"2s.2p3"	"3D*"	"1"	"2s.2p2.(4P).3s"	"3P"	"2"		"T6385n"	""	
N	3	""	"83.6378"	""	"2.20e+06"	C+	"309849.8"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).7d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"83.6378"	""	"9.93e+06"	B	"309849.8"	"429412.9"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).7d"	"4D*"	"7/2"		"T7192LS"	""	
N	2	""	"83.6616"	""	"1.09e+09"	D+	"92250.3"	"211779.45"	"2s.2p3"	"3D*"	"2"	"2s.2p2.(4P).3s"	"3P"	"1"		"T6385n"	""	
N	2	""	"83.6627"	""	"3.61e+08"	D+	"92251.8"	"211779.45"	"2s.2p3"	"3D*"	"1"	"2s.2p2.(4P).3s"	"3P"	"1"		"T6385n"	""	
N	2	""	"83.6837"	""	"1.45e+09"	D+	"92251.8"	"211749.35"	"2s.2p3"	"3D*"	"1"	"2s.2p2.(4P).3s"	"3P"	"0"		"T6385n"	""	
N	3	""	"83.8021"	""	"3.88e+07"	B	"245665.4"	"364994.2"	"2s2.3p"	"2P*"	"1/2"	"2s2.8s"	"2S"	"1/2"		"T7192LS"	""	
N	3	""	"83.8273"	""	"7.76e+07"	B	"245701.3"	"364994.2"	"2s2.3p"	"2P*"	"3/2"	"2s2.8s"	"2S"	"1/2"		"T7192LS"	""	
N	5	""	"84.4777"	""	"2.78e+08"	A	"615141.0"	"[733515.4]"	"1s2.4p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"		"T5118LS"	""	
N	5	""	"84.4999"	""	"3.33e+08"	A	"615173.8"	"[733517.2]"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"		"T5118LS"	""	
N	5	""	"84.5011"	""	"5.56e+07"	A	"615173.8"	"[733515.4]"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"		"T5118LS"	""	
N	4	""	"84.6215"	""	"1.63e+08"	B	"388854.6"	"507027.9"	"1s2.2s.3s"	"1S"	"0"	"1s2.2s.4p"	"1P*"	"1"		"T5633"	""	
N	3	""	"84.7514"	""	"4.15e+07"	B	"203074.6"	"321066.8"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).3p"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"84.7616"	""	"2.96e+06"	C+	"203088.9"	"321066.8"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).3p"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"84.8151"	""	"4.44e+06"	C+	"203074.6"	"320978.2"	"2p3"	"2D*"	"5/2"	"2s.2p.(3P*).3p"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"84.8253"	""	"3.99e+07"	B	"203088.9"	"320978.2"	"2p3"	"2D*"	"3/2"	"2s.2p.(3P*).3p"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"84.8266"	""	"5.05e+06"	C+	"267238.4"	"385126"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"84.8266"	""	"6.81e+07"	B	"267238.4"	"385126"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"84.8306"	""	"7.06e+07"	B	"267244.0"	"385126"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2D*"	"5/2"		"T7192LS"	""	
N	3	""	"84.8306"	""	"7.57e+06"	C+	"267244.0"	"385126"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2D*"	"3/2"		"T7192LS"	""	
N	3	""	"85.4241"	""	"4.62e+06"	C	"317293.6"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).8d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"85.4241"	""	"1.16e+07"	B	"317293.6"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).8d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"85.4552"	""	"8.31e+06"	B	"317336.2"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).8d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"85.4552"	""	"3.69e+06"	C+	"317336.2"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).8d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"85.4552"	""	"2.31e+07"	B	"317336.2"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).8d"	"4P*"	"1/2"		"T7192LS"	""	
N	3	""	"85.4645"	""	"2.16e+07"	B	"317293.6"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).8d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"85.4645"	""	"4.32e+07"	B	"317293.6"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"1/2"	"2s.2p.(3P*).8d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"85.4957"	""	"3.63e+07"	B	"317336.2"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).8d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"85.4957"	""	"2.76e+07"	B	"317336.2"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).8d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"85.4957"	""	"8.64e+06"	C+	"317336.2"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"3/2"	"2s.2p.(3P*).8d"	"4D*"	"1/2"		"T7192LS"	""	
N	3	""	"85.4983"	""	"1.94e+07"	B	"317395.2"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).8d"	"4P*"	"5/2"		"T7192LS"	""	
N	3	""	"85.4983"	""	"1.24e+07"	B	"317395.2"	"434356.6"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).8d"	"4P*"	"3/2"		"T7192LS"	""	
N	3	""	"85.5388"	""	"5.18e+07"	B	"317395.2"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).8d"	"4D*"	"7/2"		"T7192LS"	""	
N	3	""	"85.5388"	""	"1.55e+07"	B	"317395.2"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).8d"	"4D*"	"5/2"		"T7192LS"	""	
N	3	""	"85.5388"	""	"2.59e+06"	C+	"317395.2"	"434301.2"	"2s.2p.(3P*).3p"	"4P"	"5/2"	"2s.2p.(3P*).8d"	"4D*"	"3/2"		"T7192LS"	""	
N	3	""	"85.5726"	""	"1.55e+08"	B	"221302.2"	"338162.1"	"2s2.3s"	"2S"	"1/2"	"2s2.5p"	"2P*"	"3/2"		"T7192LS"	""	
N	3	""	"85.5786"	""	"1.55e+08"	B	"221302.2"	"338153.9"	"2s2.3s"	"2S"	"1/2"	"2s2.5p"	"2P*"	"1/2"		"T7192LS"	""	
N	2	""	"85.8376"	""	"2.56e+07"	C+	"32688.8"	"149187.80"	"2s2.2p2"	"1S"	"0"	"2s2.2p.3s"	"1P*"	"1"		"T7333"	""	
N	3	""	"85.9102"	""	"9.07e+07"	B	"245665.4"	"362066"	"2s2.3p"	"2P*"	"1/2"	"2s2.7d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"85.9177"	""	"2.14e+06"	C	"311690.3"	"428080.8"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(3P*).7p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"85.9360"	""	"1.07e+07"	B	"311715.2"	"428080.8"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(3P*).7p"	"2P"	"3/2"		"T7192LS"	""	
N	3	""	"85.9367"	""	"1.09e+08"	B	"245701.3"	"362066"	"2s2.3p"	"2P*"	"3/2"	"2s2.7d"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"85.9367"	""	"1.81e+07"	B	"245701.3"	"362066"	"2s2.3p"	"2P*"	"3/2"	"2s2.7d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"85.9437"	""	"8.55e+06"	C+	"311690.3"	"428045.5"	"2s2.4p"	"2P*"	"1/2"	"2s.2p.(3P*).7p"	"2P"	"1/2"		"T7192LS"	""	
N	3	""	"85.9621"	""	"4.27e+06"	C	"311715.2"	"428045.5"	"2s2.4p"	"2P*"	"3/2"	"2s.2p.(3P*).7p"	"2P"	"1/2"		"T7192LS"	""	
N	5	""	"85.9961"	""	"7.93e+07"	A	"615141.0"	"731425.4"	"1s2.4p"	"2P*"	"1/2"	"1s2.7s"	"2S"	"1/2"		"T5118LS"	""	
N	5	""	"86.0203"	""	"1.58e+08"	A	"615173.8"	"731425.4"	"1s2.4p"	"2P*"	"3/2"	"1s2.7s"	"2S"	"1/2"		"T5118LS"	""	
N	2	""	"86.0205"	""	"2.65e+06"	C+	"32688.8"	"148940.17"	"2s2.2p2"	"1S"	"0"	"2s2.2p.3s"	"3P*"	"1"		"T7333"	""	
N	1	""	"86.5227"	""	"3.74e+06"	D	"0.000"	"115576.6"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).9s"	"4P"	"5/2"		"T5723LS"	""	
N	1	""	"86.5835"	""	"3.74e+06"	D	"0.000"	"115495.5"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).9s"	"4P"	"3/2"		"T5723LS"	""	
N	5	""	"86.6117"	""	"3.40e+05"	B	"618059.3"	"[733517.2]"	"1s2.4f"	"2F*"	"5/2"	"1s2.7d"	"2D"	"5/2"		"T3127LS"	""	
N	5	""	"86.6130"	""	"7.14e+06"	B	"618059.3"	"[733515.4]"	"1s2.4f"	"2F*"	"5/2"	"1s2.7d"	"2D"	"3/2"		"T3127LS"	""	
N	5	""	"86.6153"	""	"6.80e+06"	B	"618064.1"	"[733517.2]"	"1s2.4f"	"2F*"	"7/2"	"1s2.7d"	"2D"	"5/2"		"T3127LS"	""	
N	1	""	"86.6180"	""	"3.73e+06"	E	"0.000"	"115449.5"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).9s"	"4P"	"1/2"		"T5723LS"	""	
N	5	""	"86.8863"	""	"4.44e+06"	B	"617916.3"	"[733009.2]"	"1s2.4d"	"2D"	"3/2"	"1s2.7p"	"2P*"	"3/2"		"T5118LS"	""	
N	5	""	"86.8908"	""	"4.44e+07"	B	"617916.3"	"[733003.3]"	"1s2.4d"	"2D"	"3/2"	"1s2.7p"	"2P*"	"1/2"		"T5118LS"	""	
N	5	""	"86.8933"	""	"4.00e+07"	B	"617925.5"	"[733009.2]"	"1s2.4d"	"2D"	"5/2"	"1s2.7p"	"2P*"	"3/2"		"T5118LS"	""	
N	1	""	"86.9404"	""	"5.56e+06"	D+	"0.000"	"115021.3"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).8s"	"4P"	"5/2"		"T5723LS"	""	
N	1	""	"87.0026"	""	"5.55e+06"	D	"0.000"	"114939.1"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).8s"	"4P"	"3/2"		"T5723LS"	""	
N	1	""	"87.0367"	""	"5.54e+06"	D	"0.000"	"114894.0"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).8s"	"4P"	"1/2"		"T5723LS"	""	
N	3	""	"87.1802"	""	"4.99e+06"	C+	"203074.6"	"317779.5"	"2p3"	"2D*"	"5/2"	"2s2.4d"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"87.1862"	""	"3.84e+07"	B	"131004.3"	"245701.3"	"2s.2p2"	"2S"	"1/2"	"2s2.3p"	"2P*"	"3/2"		"T6335n"	""	
N	3	""	"87.1911"	""	"3.57e+05"	D	"203088.9"	"317779.5"	"2p3"	"2D*"	"3/2"	"2s2.4d"	"2D"	"5/2"		"T7192LS"	""	
N	3	""	"87.2044"	""	"5.35e+05"	D	"203074.6"	"317747.7"	"2p3"	"2D*"	"5/2"	"2s2.4d"	"2D"	"3/2"		"T7192LS"	""	
N	3	""	"87.2135"	""	"3.85e+07"	B	"131004.3"	"245665.4"	"2s.2p2"	"2S"	"1/2"	"2s2.3p"	"2P*"	"1/2"		"T6335n"	""	
N	3	""	"87.2153"	""	"4.81e+06"	C+	"203088.9"	"317747.7"	"2p3"	"2D*"	"3/2"	"2s2.4d"	"2D"	"3/2"		"T7192LS"	""	
N	1	""	"87.5277"	""	"3.40e+07"	D+	"0.000"	"114249.5"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).6d"	"4P"	"1/2"		"T5723LS"	""	
N	1	""	"87.5657"	""	"3.39e+07"	D+	"0.000"	"114200.0"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).6d"	"4P"	"3/2"		"T5723LS"	""	
N	1	""	"87.5721"	""	"3.39e+07"	D+	"0.000"	"114191.6"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).6d"	"4P"	"5/2"		"T5723LS"	""	
N	1	""	"87.6067"	""	"8.81e+06"	D+	"0.000"	"114146.525"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).7s"	"4P"	"5/2"		"T5723LS"	""	
N	1	""	"87.6646"	""	"8.79e+06"	D+	"0.000"	"114071.153"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).7s"	"4P"	"3/2"		"T5723LS"	""	
N	1	""	"87.6988"	""	"8.78e+06"	D	"0.000"	"114026.654"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).7s"	"4P"	"1/2"		"T5723LS"	""	
N	3	""	"88.1192"	""	"5.13e+07"	B	"245665.4"	"359148.1"	"2s2.3p"	"2P*"	"1/2"	"2s2.7s"	"2S"	"1/2"		"T7192LS"	""	
N	3	""	"88.1470"	""	"1.02e+08"	B	"245701.3"	"359148.1"	"2s2.3p"	"2P*"	"3/2"	"2s2.7s"	"2S"	"1/2"		"T7192LS"	""	
N	3	""	"88.3855"	""	"5.94e+08"	B	"287591.5"	"400732.2"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2p2.(3P).3s"	"4P"	"5/2"		"T7192LS"	""	
N	3	""	"88.4146"	""	"8.24e+08"	B	"287529.4"	"400632.9"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2p2.(3P).3s"	"4P"	"3/2"		"T7192LS"	""	
N	3	""	"88.4632"	""	"2.63e+08"	B	"287591.5"	"400632.9"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2p2.(3P).3s"	"4P"	"3/2"		"T7192LS"	""	
N	3	""	"88.4668"	""	"3.29e+08"	B	"287529.4"	"400566.2"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2p2.(3P).3s"	"4P"	"1/2"		"T7192LS"	""	
N	3	""	"88.4758"	""	"1.38e+09"	B	"287706.9"	"400732.2"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2p2.(3P).3s"	"4P"	"5/2"		"T7192LS"	""	
N	3	""	"88.5154"	""	"1.64e+09"	B	"287591.5"	"400566.2"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2p2.(3P).3s"	"4P"	"1/2"		"T7192LS"	""	
N	3	""	"88.5536"	""	"8.85e+08"	B	"287706.9"	"400632.9"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2p2.(3P).3s"	"4P"	"3/2"		"T7192LS"	""	
N	1	"88.567"	""	"90"	""		""	""	""	""	""	""	""	""		""	"L3513"	
N	1	""	"88.5973"	""	"5.58e+07"	D+	"0.000"	"112870.27"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).5d"	"4P"	"1/2"		"T5723LS"	""	
N	1	""	"88.6226"	""	"5.58e+07"	D+	"0.000"	"112838.02"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).5d"	"4P"	"3/2"		"T5723LS"	""	
